Title,Rating,Votes,Duration,Genre
Pariah,6.3,84,83.0,Thriller
Green Card,6.1,17,115.0,Thriller
The Judgement,8.8,71,151.0,Thriller
ONENESS,9.3,18,115.0,Thriller
Earworm,2.3,212,101.0,Thriller
Avatar Purusha 2,4.7,147,124.0,Thriller
Cândido,6.3,61,99.0,Thriller
Ebony Hustle 2: Ballistic Protection,3.3,41,95.0,Thriller
Playtime,4.9,47,101.0,Thriller
Sihina Nelum Mal,8.0,30,105.0,Thriller
Ahalya,6.0,9,132.0,Thriller
Oculi - Det eneste vitnet,7.9,15,92.0,Thriller
Supplier Shankara,9.3,71,163.0,Thriller
Young doctor's notes,3.5,6,86.0,Thriller
Dream Lock,8.6,21,100.0,Thriller
Mayavanam,1.7,286,103.0,Thriller
Wilhelm Gustloff,8.7,8,110.0,Thriller
Maybe It's True What They Say About Us,6.3,114,94.0,Thriller
Something in the Dark,7.2,22,87.0,Thriller
Serial Beauty,5.0,36,90.0,Thriller
My Home Hero the Movie,6.1,8,117.0,Thriller
Viraaji,7.8,2600,100.0,Thriller
Surprise 3,5.0,41,102.0,Thriller
Buio come il cuore,7.8,25,101.0,Thriller
Under the Influencer,3.6,56,103.0,Thriller
Interrogation,7.8,6,122.0,Thriller
Joy Hanu Man,8.9,25,143.0,Thriller
Kurukku,6.6,532,109.0,Thriller
The Break of Dawn,4.0,16,97.0,Thriller
Lorry Chapter-1,5.7,2400,183.0,Thriller
Aranam,7.5,406,127.0,Thriller
A yard of jackals,7.4,35,108.0,Thriller
Manson: Summer of Blood,6.2,32,62.0,Thriller
Diari de la meva sextorsió,6.5,53,64.0,Thriller
Historias invisibles,6.4,27,110.0,Thriller
Scarred to Death,4.5,43,90.0,Thriller
Cicada,8.0,128,120.0,Thriller
Sragaal,8.4,19,140.0,Thriller
Pigment,4.8,21,92.0,Thriller
Assemblage,7.0,13,92.0,Thriller
Apokrif,8.7,20,64.0,Thriller
The Millers,1.8,57,83.0,Thriller
Neighbors Who Kill,5.1,34,90.0,Thriller
Uno Sir,6.4,44,106.0,Thriller
Kanmani Pappa,6.2,25,130.0,Thriller
The Last Five Days: The Freak Building,3.8,58,61.0,Thriller
Once Upon a Time in Amityville,3.6,50,73.0,Thriller
Remote,8.9,17,73.0,Thriller
Sanak,8.7,9,153.0,Thriller
Poison,7.0,21,120.0,Thriller
Dirty Dilemma,5.4,704,64.0,Thriller
Dan Hawk Psychic Detective,4.7,39,68.0,Thriller
Winner,5.4,27,68.0,Thriller
The Restoration,5.6,40,78.0,Thriller
Routa,6.5,31,127.0,Thriller
The Voicemail,9.0,6,83.0,Thriller
Secret Shadow,6.8,17,82.0,Thriller
London Recruits,9.1,11,104.0,Thriller
Hope & Glory,6.6,145,44.0,Thriller
Orah,7.1,20,95.0,Thriller
P2,3.8,8,105.0,Thriller
Muzhskoe slovo,6.5,462,94.0,Thriller
Jurassic Exorcist,3.8,23,76.0,Thriller
"Milk, Rice, and the Blood",9.0,53,45.0,Thriller
Choke,7.9,19,98.0,Thriller
Nerve,9.7,13,90.0,Thriller
The Dealer,8.3,12,120.0,Thriller
Kreem,6.8,128,115.0,Thriller
Martin liest den Koran,7.9,171,106.0,Thriller
Jaspal,7.3,28,106.0,Thriller
Spin the Wheel,6.0,87,102.0,Thriller
Thalakona,5.7,1000,128.0,Thriller
Fated,6.1,78,93.0,Thriller
The Housekeeper,6.8,8,90.0,Thriller
Fentasy,5.0,131,85.0,Thriller
Un monde violent,6.2,17,85.0,Thriller
Padres,8.7,21,83.0,Thriller
An Mang Lau 4,6.4,24,106.0,Thriller
10/31 Part 4,5.6,17,87.0,Thriller
Siragan,7.0,152,130.0,Thriller
Grey Games,6.9,1100,121.0,Thriller
Iravin Kangal,8.1,171,116.0,Thriller
Nayan Rahasya,4.8,168,114.0,Thriller
You Were Promised to Me,4.8,6,92.0,Thriller
Fresh Off Markham,7.0,40,85.0,Thriller
Barba Ensopada de Sangue,5.5,17,108.0,Thriller
My First Year Off Campus,8.0,20,85.0,Thriller
Mano Propia,7.3,31,99.0,Thriller
Vergüenza,6.9,23,103.0,Thriller
The Very Last Christmas,8.5,12,75.0,Thriller
House on Rockingham,3.7,133,78.0,Thriller
Salvajes,5.6,60,90.0,Thriller
I Hate You,7.9,2000,117.0,Thriller
Compression,8.0,13,124.0,Thriller
Haunting Trophies,7.7,66,150.0,Thriller
Lachrymose Primrose,6.3,39,97.0,Thriller
Dead Boys Club,6.2,23,105.0,Thriller
The Burden of Guilt,8.1,18,101.0,Thriller
A kiút,9.6,60,47.0,Thriller
Dharma Daiva,7.7,24,112.0,Thriller
Undefiled,6.0,87,115.0,Thriller
Do It for the Gram,4.0,50,90.0,Thriller
Los Justos,6.4,74,79.0,Thriller
Raastha,3.3,254,129.0,Thriller
Hocus Focus,7.9,19,85.0,Thriller
Irani Chai,8.6,11,120.0,Thriller
The Spirit Hunter,4.3,25,102.0,Thriller
The Bottom Line,6.5,12,107.0,Thriller
Mukhya Gamanika,8.5,2100,125.0,Thriller
Der Deserteur,9.0,9,93.0,Thriller
Combat Code: Hunt,7.4,17,76.0,Thriller
Akkaran,4.7,25,107.0,Thriller
"Fallen Leaves, Broken Lighters",7.7,7,96.0,Thriller
Delirio,5.8,15,74.0,Thriller
The Red Files,8.5,607,143.0,Thriller
Malam Pertobatan,6.8,11,81.0,Thriller
Gull Lake Vice II: The Delusion Continues,8.2,16,58.0,Thriller
Mindwash,4.8,103,85.0,Thriller
Pandemic 2020,7.6,51,90.0,Thriller
Abduction Chronicles,8.4,36,126.0,Thriller
Strangers,7.4,7,99.0,Thriller
Bharathanatyam,5.7,1600,169.0,Thriller
Dead Talk Tales: Volume I,6.6,26,98.0,Thriller
Hejjaru,8.8,286,126.0,Thriller
Veekshanam,8.0,2000,122.0,Thriller
Firework,6.2,13,60.0,Thriller
Break War,2.4,15,86.0,Thriller
Klaantha,6.2,518,107.0,Thriller
Die Before You Die,6.8,30,104.0,Thriller
Dhanussh,6.9,18,145.0,Thriller
Bigul,9.3,46,144.0,Thriller
Balu Gaani Talkies,8.0,84,122.0,Thriller
Saapala,6.0,40,124.0,Thriller
Las Corredoras,6.1,35,110.0,Thriller
Hangar,7.6,8,84.0,Thriller
KM17,3.2,40,84.0,Thriller
Dheera,7.9,1300,123.0,Thriller
Aham Reboot,6.2,1200,91.0,Thriller
Zehan,4.9,25,113.0,Thriller
Maantrika,9.1,268,109.0,Thriller
Shell of Fear,4.9,33,93.0,Thriller
The Loop,5.8,14,79.0,Thriller
My Rocking Chair,7.4,8,64.0,Thriller
Fire of Love: RED,3.4,9,130.0,Thriller
House of Screaming Glass,3.2,50,106.0,Thriller
Max Beyond,6.6,17,93.0,Thriller
GADDAR - Bloody Waters,4.0,49,76.0,Thriller
Blue Christmas,5.6,21,79.0,Thriller
Never Escape,8.9,369,115.0,Thriller
First Person Savior,4.9,12,81.0,Thriller
Sathyam,7.3,8,134.0,Thriller
Vorovka,4.8,51,90.0,Thriller
Kanni,9.1,178,127.0,Thriller
Problematic Intentions,4.6,15,90.0,Thriller
Shi Ren Yu,2.5,8,71.0,Thriller
Night Games,5.9,289,99.0,Thriller
Blitz,7.2,8,6.0,Thriller
Shoroter Joba,4.6,21,123.0,Thriller
Dla waszego dobra,5.9,9,100.0,Thriller
Fractured,7.1,14,90.0,Thriller
Robin's Kitchen,2.7,20,104.0,Thriller
Chacaleria,8.1,419,116.0,Thriller
Psycho Roommate,4.7,13,78.0,Thriller
Don't Love,7.8,1500,177.0,Thriller
Useful Idiots,8.3,19,92.0,Thriller
Eyes Don't Lie,8.4,10,90.0,Thriller
Insurance Jimmy,6.9,148,110.0,Thriller
Ananya,8.8,880,136.0,Thriller
Boarding House,6.0,12,86.0,Thriller
Uruku Patela,6.7,914,122.0,Thriller
The Deal,8.5,26,130.0,Thriller
Re Xue Ran Shao,4.2,18,113.0,Thriller
Sangharshana,7.3,1600,102.0,Thriller
The Ego Death of Queen Cecilia,9.2,8,85.0,Thriller
The Caller,6.8,11,80.0,Thriller
Vi possiamo salvare,2.7,103,89.0,Thriller
Normas para una página de sucesos,7.2,20,59.0,Thriller
Sada Ronger Prithibi,8.2,574,153.0,Thriller
Karna Pisachi,7.8,2500,103.0,Thriller
Dangerous Link,4.6,14,90.0,Thriller
Kurban: Budak Iblis,4.4,14,87.0,Thriller
3Devi,9.0,21,126.0,Thriller
Ellige Payana Yavudo Daari,8.6,255,134.0,Thriller
Praapthi,8.5,519,130.0,Thriller
Pagalariyaan,4.7,689,111.0,Thriller
Aftergames,7.9,18,81.0,Thriller
Hidden Memories,5.9,31,84.0,Thriller
Beautiful Rage: The Break of Dawn,7.1,10,140.0,Thriller
Pinnil Oral,6.0,113,127.0,Thriller
AK47,7.2,14,146.0,Thriller
Una via fredda per l'inferno,6.1,67,82.0,Thriller
Leha,2.3,42,98.0,Thriller
Applepictures the Poseidon Legacy,6.4,19,84.0,Thriller
I Curse This Land,4.0,87,86.0,Thriller
What Lies Within,5.3,13,90.0,Thriller
SMB-plush presents trick or death,8.8,16,120.0,Thriller
Scholarship,4.7,56,105.0,Thriller
Mertsanie,5.6,18,92.0,Thriller
Moya devochka,6.8,14,75.0,Thriller
Corridor,6.0,9,108.0,Thriller
The Daughter,4.0,6,97.0,Thriller
Nudus,7.6,38,94.0,Thriller
Nasoor - Let's Restart,9.8,21,116.0,Thriller
Crypto Shadows,5.8,93,80.0,Thriller
Tatva,8.3,30,58.0,Thriller
StarGazer: The Need of the Many,5.0,9,47.0,Thriller
Der Dritte Gast,3.3,41,73.0,Thriller
Beauty Grace Malice,7.6,44,81.0,Thriller
Bulanik,4.6,16,91.0,Thriller
Missing in STL,5.1,8,52.0,Thriller
Yaa Devi Sarva Bhuteshu,8.7,8,119.0,Thriller
Targeted,5.2,14,77.0,Thriller
Revu,8.1,2100,134.0,Thriller
Godless Children,6.6,17,99.0,Thriller
Yentha Panichesav Chanti,9.5,85,135.0,Thriller
Chef Chidambara,5.8,1100,105.0,Thriller
"Crickets, It's Your Turn",6.1,41,105.0,Thriller
Where the Mountain Women Sing,5.9,9,15.0,Thriller
Travesty,6.4,5,78.0,Thriller
Kinoplenka N8,4.2,54,110.0,Thriller
Vladimir,7.8,16,72.0,Thriller
Krapiva: Tsvetok smerti,6.1,56,81.0,Thriller
Killer Baby Daddy,3.9,14,78.0,Thriller
Tafakur,5.4,37,82.0,Thriller
Dead Community Guild,8.0,16,65.0,Thriller
Un día cualquiera,5.7,15,90.0,Thriller
Spending Some Time Together,6.9,28,146.0,Thriller
Restoring Grace,3.3,44,60.0,Thriller
La Cigüeña,6.2,5,98.0,Thriller
Vexier,7.7,10,84.0,Thriller
Marigold,8.9,64,127.0,Thriller
Brahmavaram PS Paridilo,8.6,2700,104.0,Thriller
Tormenta en el Corazón,5.6,74,95.0,Thriller
Chupp,6.9,8,133.0,Thriller
Snatched,5.0,7,71.0,Thriller
Passazhiry,4.5,32,80.0,Thriller
Verified,5.2,9,97.0,Thriller
Removal of the Eye,6.9,8,93.0,Thriller
Kabandha,9.3,29,124.0,Thriller
Mesken (Messuage),7.5,38,102.0,Thriller
IZLIYORLAR,7.2,29,113.0,Thriller
Within the Walls,6.4,14,96.0,Thriller
Conviction,7.0,36,97.0,Thriller
Tragic,8.9,19,96.0,Thriller
Demon Host,6.4,20,80.0,Thriller
Bahirbhoomi,4.1,1100,120.0,Thriller
Dheera Samrat,9.8,99,123.0,Thriller
Il Guru,8.4,6,116.0,Thriller
Vypusti menya,6.6,32,80.0,Thriller
Rudrakshapuram 3KM,8.8,2000,116.0,Thriller
Ngesot,4.8,18,87.0,Thriller
Obscura,6.4,9,89.0,Thriller
Unwelcome Home,7.6,6,75.0,Thriller
Trap,3.8,16,118.0,Thriller
So It Goes,3.3,19,77.0,Thriller
Aprokashito,8.0,7,110.0,Thriller
Namak,4.5,13,75.0,Thriller
Rong Dhong,8.8,41,118.0,Thriller
Mercy of Others,6.6,13,105.0,Thriller
The Milano Effect,5.2,28,75.0,Thriller
Mash Ville,6.9,18,126.0,Thriller
Terrorise,4.6,14,77.0,Thriller
The Midnight Gag,5.6,9,80.0,Thriller
Khoroshie devochki,8.2,5,91.0,Thriller
Jimmy's Friends,7.0,11,94.0,Thriller
Kiss Wagon,6.0,13,173.0,Thriller
Yagna,5.9,1100,131.0,Thriller
Im Haus der alten Augustin,8.3,14,108.0,Thriller
New Squam City,8.0,6,71.0,Thriller
Laberinto de sombras,6.7,7,110.0,Thriller
Dvija,8.4,518,127.0,Thriller
Kenda,8.9,20,135.0,Thriller
Once Passed On,6.6,6,91.0,Thriller
Blues de la Civilización,5.3,7,69.0,Thriller
The Vent,8.9,14,3.0,Thriller
Meghna Konnya,4.2,9,121.0,Thriller
Anartha,9.3,219,127.0,Thriller
The Hunt for August Red,6.6,22,107.0,Thriller
Sanketh,8.0,14,112.0,Thriller
Vmeste navsegda,8.2,6,93.0,Thriller
Rodnya,7.7,9,99.0,Thriller
Balipe,8.5,12,119.0,Thriller
Redención en la Oscuridad,8.9,8,89.0,Thriller
Skotodini,8.8,13,81.0,Thriller
Piri Reis: The Incredible Chart,6.9,22,138.0,Thriller
Adrishya Awaaz,8.8,7,80.0,Thriller
Lúgubre,8.4,13,80.0,Thriller
Vae Victis,7.8,5,86.0,Thriller
Una luz afuera,6.4,7,80.0,Thriller
Story Time with Devon,9.0,9,55.0,Thriller
Boney Island Reality Show,4.3,23,87.0,Thriller
Lumme,7.6,32,92.0,Thriller
Spider-Man: Dimension Rift,8.4,13,127.0,Thriller
Sarcophagus of Drunken Loves,5.9,10,8.0,Thriller
One More Day,7.3,6,50.0,Thriller
Gadha17,8.0,11,90.0,Thriller
Bush Knife,7.0,7,90.0,Thriller
The Kingfish 2,7.9,10,72.0,Thriller
Cageling,5.9,8,69.0,Thriller
